ID_Produit,Nom_Produit,Catégorie,Sous-catégorie,Prix,Date_Lancement,Date_Fin_Production,Nombre_Revendeurs,Nombre_Pays_Distribution,Nombre_Publicités,Gamme,Certification
P1271,Galaxy S21,Électronique,Smartphone,999,2020-12-10,2022-12-15,328,12,14,Économique,None
P1272,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-14,,149,42,51,Premium,RoHS
P1273,QLED 8K TV,Électronique,Télévision,2999,2020-03-12,2022-10-13,462,6,93,Économique,None
P1274,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-19,,235,36,88,Premium,FCC
P1275,Galaxy Tab S7,Électronique,Tablette,649,2020-10-16,2022-02-26,79,21,11,Premium,RoHS
P1276,Galaxy Watch 3,Électronique,Montre,399,2020-08-26,,313,8,27,Économique,None
P1277,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-02,2022-09-03,64,1,39,Économique,FCC
P1278,Galaxy A52,Électronique,Smartphone,499,2020-08-14,,137,17,78,Économique,None
P1279,Portable SSD T7,Électronique,Stockage,189,2020-03-02,2022-01-27,316,5,99,Premium,RoHS
P1280,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-18,,159,29,11,Premium,CE
P1281,Galaxy S21,Électronique,Smartphone,999,2020-08-30,2022-09-15,142,11,82,Économique,FCC
P1282,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-08,,353,24,20,Économique,None
P1283,QLED 8K TV,Électronique,Télévision,2999,2020-05-04,2022-01-15,287,22,33,Premium,RoHS
P1284,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-27,,299,13,91,Premium,CE
P1285,Galaxy Tab S7,Électronique,Tablette,649,2020-08-29,2022-08-09,150,44,79,Premium,None
P1286,Galaxy Watch 3,Électronique,Montre,399,2020-07-28,,408,34,50,Économique,RoHS
P1287,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-26,2022-04-29,480,42,13,Premium,CE
P1288,Galaxy A52,Électronique,Smartphone,499,2020-11-21,,336,3,50,Premium,None
P1289,Portable SSD T7,Électronique,Stockage,189,2020-03-08,2022-10-28,462,3,63,Économique,RoHS
P1290,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-08,,490,6,29,Économique,FCC
P1291,Galaxy S21,Électronique,Smartphone,999,2020-03-14,2022-01-24,280,9,67,Premium,FCC
P1292,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-28,,422,2,55,Économique,CE
P1293,QLED 8K TV,Électronique,Télévision,2999,2020-10-18,2022-11-29,369,39,36,Économique,RoHS
P1294,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-07,,131,27,15,Économique,None
P1295,Galaxy Tab S7,Électronique,Tablette,649,2020-11-09,2022-02-10,246,19,21,Premium,None
P1296,Galaxy Watch 3,Électronique,Montre,399,2020-03-20,,443,25,48,Économique,RoHS
P1297,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-20,2022-08-20,332,9,40,Économique,None
P1298,Galaxy A52,Électronique,Smartphone,499,2020-02-02,,142,1,92,Premium,FCC
P1299,Portable SSD T7,Électronique,Stockage,189,2020-11-28,2022-07-23,262,46,65,Premium,FCC
P1300,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-04-01,,496,6,32,Premium,CE
P1301,Galaxy S21,Électronique,Smartphone,999,2020-10-01,2022-10-27,436,44,75,Économique,None
P1302,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-19,,333,38,84,Premium,None
P1303,QLED 8K TV,Électronique,Télévision,2999,2020-10-20,2022-10-17,75,22,26,Économique,None
P1304,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-11,,83,19,18,Économique,FCC
P1305,Galaxy Tab S7,Électronique,Tablette,649,2020-04-22,2022-09-19,484,5,32,Premium,RoHS
P1306,Galaxy Watch 3,Électronique,Montre,399,2020-01-22,,465,1,15,Économique,FCC
P1307,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-10,2022-06-15,449,36,20,Premium,CE
P1308,Galaxy A52,Électronique,Smartphone,499,2020-09-17,,211,34,87,Premium,None
P1309,Portable SSD T7,Électronique,Stockage,189,2020-06-15,2022-05-26,72,22,34,Premium,FCC
P1310,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-26,,269,50,86,Économique,CE
P1311,Galaxy S21,Électronique,Smartphone,999,2020-01-10,2022-09-05,403,46,48,Premium,RoHS
P1312,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-02,,368,37,57,Économique,CE
P1313,QLED 8K TV,Électronique,Télévision,2999,2020-09-26,2022-06-28,383,46,24,Premium,FCC
P1314,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-15,,385,45,53,Premium,None
P1315,Galaxy Tab S7,Électronique,Tablette,649,2020-09-08,2022-12-17,391,34,68,Économique,FCC
P1316,Galaxy Watch 3,Électronique,Montre,399,2020-12-20,,183,11,42,Premium,None
P1317,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-07,2022-11-08,408,20,57,Premium,CE
P1318,Galaxy A52,Électronique,Smartphone,499,2020-11-15,,159,5,25,Premium,None
P1319,Portable SSD T7,Électronique,Stockage,189,2020-06-14,2022-03-04,466,3,36,Économique,None
P1320,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-04-17,,217,4,58,Économique,FCC
P1321,Galaxy S21,Électronique,Smartphone,999,2020-12-23,2022-04-17,349,47,45,Premium,CE
P1322,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-16,,492,42,89,Premium,FCC
P1323,QLED 8K TV,Électronique,Télévision,2999,2020-11-06,2022-10-30,359,25,46,Économique,CE
P1324,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-21,,135,15,89,Premium,RoHS
P1325,Galaxy Tab S7,Électronique,Tablette,649,2020-03-05,2022-06-17,172,43,19,Économique,None
P1326,Galaxy Watch 3,Électronique,Montre,399,2020-10-02,,85,12,25,Économique,FCC
P1327,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-08,2022-09-07,278,13,55,Économique,CE
P1328,Galaxy A52,Électronique,Smartphone,499,2020-02-02,,443,37,70,Économique,None
P1329,Portable SSD T7,Électronique,Stockage,189,2020-05-27,2022-08-28,351,48,50,Premium,FCC
P1330,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-21,,212,35,61,Économique,RoHS
P1331,Galaxy S21,Électronique,Smartphone,999,2020-06-30,2022-11-19,426,22,12,Premium,CE
P1332,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-15,,411,17,12,Économique,RoHS
P1333,QLED 8K TV,Électronique,Télévision,2999,2020-12-15,2022-11-29,189,1,99,Économique,FCC
P1334,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-18,,379,39,83,Économique,FCC
P1335,Galaxy Tab S7,Électronique,Tablette,649,2020-09-04,2022-08-05,266,49,23,Premium,RoHS
P1336,Galaxy Watch 3,Électronique,Montre,399,2020-01-21,,362,17,34,Économique,FCC
P1337,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-25,2022-08-28,396,40,72,Économique,CE
P1338,Galaxy A52,Électronique,Smartphone,499,2020-11-22,,258,9,62,Économique,RoHS
P1339,Portable SSD T7,Électronique,Stockage,189,2020-06-01,2022-05-19,422,3,67,Premium,None
P1340,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-28,,286,16,58,Premium,CE
P1341,Galaxy S21,Électronique,Smartphone,999,2020-04-09,2022-11-04,373,50,40,Premium,FCC
P1342,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-23,,107,47,44,Économique,RoHS
P1343,QLED 8K TV,Électronique,Télévision,2999,2020-09-05,2022-01-13,482,25,16,Économique,None
P1344,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-17,,86,19,74,Économique,FCC
P1345,Galaxy Tab S7,Électronique,Tablette,649,2020-03-31,2022-02-02,423,1,95,Premium,RoHS
P1346,Galaxy Watch 3,Électronique,Montre,399,2020-01-29,,216,22,42,Premium,None
P1347,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-11-30,2022-08-18,227,42,30,Premium,None
P1348,Galaxy A52,Électronique,Smartphone,499,2020-03-10,,320,1,51,Économique,None
P1349,Portable SSD T7,Électronique,Stockage,189,2020-10-11,2022-07-16,431,39,19,Premium,CE
P1350,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-19,,273,34,34,Économique,None
P1351,Galaxy S21,Électronique,Smartphone,999,2020-11-14,2022-09-30,324,15,89,Économique,FCC
P1352,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-28,,89,19,33,Premium,None
P1353,QLED 8K TV,Électronique,Télévision,2999,2020-08-08,2022-04-15,488,48,30,Premium,CE
P1354,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-17,,350,47,55,Économique,RoHS
P1355,Galaxy Tab S7,Électronique,Tablette,649,2020-11-21,2022-01-05,401,23,100,Économique,RoHS
P1356,Galaxy Watch 3,Électronique,Montre,399,2020-12-06,,282,12,36,Économique,RoHS
P1357,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-11-29,2022-05-24,488,7,88,Économique,CE
P1358,Galaxy A52,Électronique,Smartphone,499,2020-11-08,,116,42,71,Économique,FCC
P1359,Portable SSD T7,Électronique,Stockage,189,2020-11-18,2022-04-22,314,38,75,Économique,None
P1360,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-29,,420,20,59,Premium,CE
P1361,Galaxy S21,Électronique,Smartphone,999,2020-10-24,2022-12-07,146,48,84,Économique,RoHS
P1362,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-15,,142,46,14,Économique,FCC
P1363,QLED 8K TV,Électronique,Télévision,2999,2020-10-16,2022-06-16,247,18,29,Économique,RoHS
P1364,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-01,,371,24,66,Économique,CE
P1365,Galaxy Tab S7,Électronique,Tablette,649,2020-08-23,2022-08-12,56,15,51,Premium,FCC
P1366,Galaxy Watch 3,Électronique,Montre,399,2020-10-07,,304,2,42,Économique,RoHS
P1367,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-01,2022-09-06,118,19,59,Premium,CE
P1368,Galaxy A52,Électronique,Smartphone,499,2020-05-31,,211,24,37,Économique,None
P1369,Portable SSD T7,Électronique,Stockage,189,2020-02-06,2022-08-24,80,39,60,Économique,FCC
P1370,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-09,,186,38,74,Économique,FCC
P1371,Galaxy S21,Électronique,Smartphone,999,2020-06-26,2022-06-17,317,7,48,Premium,None
P1372,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-10,,351,17,24,Premium,None
P1373,QLED 8K TV,Électronique,Télévision,2999,2020-01-30,2022-06-07,162,9,23,Économique,CE
P1374,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-30,,422,3,75,Premium,None
P1375,Galaxy Tab S7,Électronique,Tablette,649,2020-04-25,2022-02-04,485,18,54,Économique,FCC
P1376,Galaxy Watch 3,Électronique,Montre,399,2020-08-19,,210,49,19,Premium,CE
P1377,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-17,2022-01-07,87,46,13,Économique,CE
P1378,Galaxy A52,Électronique,Smartphone,499,2020-05-21,,254,46,78,Premium,RoHS
P1379,Portable SSD T7,Électronique,Stockage,189,2020-07-27,2022-12-03,451,6,82,Économique,FCC
P1380,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-06,,174,10,27,Économique,CE
P1381,Galaxy S21,Électronique,Smartphone,999,2020-09-15,2022-02-10,150,46,84,Premium,RoHS
P1382,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-08,,468,47,21,Économique,FCC
P1383,QLED 8K TV,Électronique,Télévision,2999,2020-07-05,2022-05-06,169,34,13,Économique,CE
P1384,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-27,,191,20,23,Économique,FCC
P1385,Galaxy Tab S7,Électronique,Tablette,649,2020-06-03,2022-08-15,451,46,60,Premium,FCC
P1386,Galaxy Watch 3,Électronique,Montre,399,2020-09-16,,81,11,45,Premium,FCC
P1387,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-19,2022-06-14,469,3,41,Économique,RoHS
P1388,Galaxy A52,Électronique,Smartphone,499,2020-10-09,,321,15,62,Premium,CE
P1389,Portable SSD T7,Électronique,Stockage,189,2020-05-20,2022-09-11,206,34,17,Premium,FCC
P1390,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-23,,267,17,98,Économique,RoHS
P1391,Galaxy S21,Électronique,Smartphone,999,2020-03-25,2022-07-13,366,29,14,Premium,CE
P1392,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-27,,135,15,62,Premium,FCC
P1393,QLED 8K TV,Électronique,Télévision,2999,2020-11-18,2022-07-31,189,22,15,Premium,None
P1394,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-19,,293,38,78,Premium,CE
P1395,Galaxy Tab S7,Électronique,Tablette,649,2020-03-27,2022-05-12,381,5,93,Premium,FCC
P1396,Galaxy Watch 3,Électronique,Montre,399,2020-10-01,,381,14,35,Premium,None
P1397,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-31,2022-08-02,353,27,27,Premium,None
P1398,Galaxy A52,Électronique,Smartphone,499,2020-10-02,,185,32,80,Premium,FCC
P1399,Portable SSD T7,Électronique,Stockage,189,2020-05-26,2022-04-05,488,29,14,Premium,FCC
P1400,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-15,,298,37,86,Premium,RoHS
P1401,Galaxy S21,Électronique,Smartphone,999,2020-06-13,2022-03-23,350,15,54,Premium,RoHS
P1402,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-23,,199,19,91,Premium,FCC
P1403,QLED 8K TV,Électronique,Télévision,2999,2020-08-12,2022-08-28,407,30,66,Économique,RoHS
P1404,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-22,,373,31,28,Premium,RoHS
P1405,Galaxy Tab S7,Électronique,Tablette,649,2020-03-03,2022-10-29,470,5,36,Premium,RoHS
P1406,Galaxy Watch 3,Électronique,Montre,399,2020-03-07,,481,35,52,Économique,FCC
P1407,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-19,2022-03-28,410,48,41,Premium,CE
P1408,Galaxy A52,Électronique,Smartphone,499,2020-11-10,,188,1,55,Économique,CE
P1409,Portable SSD T7,Électronique,Stockage,189,2020-12-18,2022-07-27,208,32,40,Premium,None
P1410,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-23,,125,49,99,Premium,CE
P1411,Galaxy S21,Électronique,Smartphone,999,2020-04-11,2022-03-27,313,2,15,Économique,None
P1412,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-12,,407,47,44,Économique,RoHS
P1413,QLED 8K TV,Électronique,Télévision,2999,2020-10-30,2022-02-05,402,23,17,Économique,FCC
P1414,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-23,,418,7,38,Premium,RoHS
P1415,Galaxy Tab S7,Électronique,Tablette,649,2020-11-11,2022-08-01,406,4,44,Premium,None
P1416,Galaxy Watch 3,Électronique,Montre,399,2020-05-31,,351,13,14,Premium,None
P1417,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-12,2022-01-01,245,44,17,Économique,CE
P1418,Galaxy A52,Électronique,Smartphone,499,2020-06-29,,117,12,59,Premium,RoHS
P1419,Portable SSD T7,Électronique,Stockage,189,2020-05-08,2022-08-30,415,6,48,Économique,FCC
P1420,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-02,,371,14,50,Premium,None
P1421,Galaxy S21,Électronique,Smartphone,999,2020-12-09,2022-06-14,369,11,15,Économique,None
P1422,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-10,,77,47,61,Économique,RoHS
P1423,QLED 8K TV,Électronique,Télévision,2999,2020-09-17,2022-05-22,223,38,11,Premium,CE
P1424,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-20,,229,25,87,Premium,CE
P1425,Galaxy Tab S7,Électronique,Tablette,649,2020-04-17,2022-10-03,397,24,87,Premium,FCC
P1426,Galaxy Watch 3,Électronique,Montre,399,2020-12-02,,479,44,27,Premium,RoHS
P1427,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-02,2022-01-05,380,31,32,Premium,None
P1428,Galaxy A52,Électronique,Smartphone,499,2020-03-11,,188,47,12,Premium,None
P1429,Portable SSD T7,Électronique,Stockage,189,2020-09-05,2022-11-16,163,48,72,Premium,FCC
P1430,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-02,,494,34,17,Économique,FCC
P1431,Galaxy S21,Électronique,Smartphone,999,2020-12-13,2022-01-29,330,18,85,Premium,CE
P1432,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-16,,468,7,40,Premium,None
P1433,QLED 8K TV,Électronique,Télévision,2999,2020-06-25,2022-01-31,419,36,38,Économique,RoHS
P1434,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-09,,147,19,34,Premium,None
P1435,Galaxy Tab S7,Électronique,Tablette,649,2020-08-28,2022-07-12,391,27,18,Premium,CE
P1436,Galaxy Watch 3,Électronique,Montre,399,2020-08-10,,421,41,60,Économique,RoHS
P1437,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-13,2022-12-26,481,14,79,Premium,CE
P1438,Galaxy A52,Électronique,Smartphone,499,2020-02-27,,346,22,42,Premium,CE
P1439,Portable SSD T7,Électronique,Stockage,189,2020-11-06,2022-06-21,362,44,57,Économique,CE
P1440,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-02-21,,457,9,13,Économique,CE
P1441,Galaxy S21,Électronique,Smartphone,999,2020-10-16,2022-05-15,191,22,92,Premium,RoHS
P1442,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-13,,88,43,76,Économique,None
P1443,QLED 8K TV,Électronique,Télévision,2999,2020-01-16,2022-08-26,351,49,22,Premium,CE
P1444,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-27,,313,19,55,Premium,CE
P1445,Galaxy Tab S7,Électronique,Tablette,649,2020-12-02,2022-07-21,240,11,62,Économique,None
P1446,Galaxy Watch 3,Électronique,Montre,399,2020-11-24,,451,1,36,Premium,CE
P1447,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-19,2022-04-15,184,13,38,Premium,RoHS
P1448,Galaxy A52,Électronique,Smartphone,499,2020-10-31,,389,25,35,Premium,RoHS
P1449,Portable SSD T7,Électronique,Stockage,189,2020-03-26,2022-10-24,176,50,25,Économique,None
P1450,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-22,,454,26,78,Premium,RoHS
P1451,Galaxy S21,Électronique,Smartphone,999,2020-04-26,2022-07-31,251,39,71,Économique,FCC
P1452,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-08,,225,23,19,Premium,RoHS
P1453,QLED 8K TV,Électronique,Télévision,2999,2020-10-03,2022-02-09,334,2,22,Premium,None
P1454,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-14,,126,24,14,Premium,CE
P1455,Galaxy Tab S7,Électronique,Tablette,649,2020-03-29,2022-05-06,482,39,34,Premium,CE
P1456,Galaxy Watch 3,Électronique,Montre,399,2020-05-16,,456,39,11,Économique,FCC
P1457,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-03,2022-03-31,371,14,38,Économique,RoHS
P1458,Galaxy A52,Électronique,Smartphone,499,2020-06-04,,131,43,82,Économique,FCC
P1459,Portable SSD T7,Électronique,Stockage,189,2020-09-08,2022-01-11,51,30,71,Premium,RoHS
P1460,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-17,,200,12,99,Premium,RoHS
P1461,Galaxy S21,Électronique,Smartphone,999,2020-06-05,2022-09-02,258,24,84,Économique,None
P1462,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-14,,499,12,17,Économique,None
P1463,QLED 8K TV,Électronique,Télévision,2999,2020-12-03,2022-11-10,399,26,88,Économique,CE
P1464,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-17,,118,10,71,Premium,None
P1465,Galaxy Tab S7,Électronique,Tablette,649,2020-04-07,2022-12-07,318,27,32,Premium,None
P1466,Galaxy Watch 3,Électronique,Montre,399,2020-04-25,,165,43,21,Premium,RoHS
P1467,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-18,2022-01-17,57,42,89,Premium,None
P1468,Galaxy A52,Électronique,Smartphone,499,2020-05-15,,231,35,75,Économique,None
P1469,Portable SSD T7,Électronique,Stockage,189,2020-06-09,2022-01-24,373,28,81,Premium,FCC
P1470,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-04-07,,316,5,50,Premium,None
P1471,Galaxy S21,Électronique,Smartphone,999,2020-10-17,2022-10-12,401,46,39,Économique,FCC
P1472,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-09,,199,49,14,Économique,RoHS
P1473,QLED 8K TV,Électronique,Télévision,2999,2020-05-14,2022-01-04,242,26,92,Premium,FCC
P1474,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-24,,86,3,13,Économique,RoHS
P1475,Galaxy Tab S7,Électronique,Tablette,649,2020-11-26,2022-03-09,89,22,52,Économique,CE
P1476,Galaxy Watch 3,Électronique,Montre,399,2020-05-22,,489,1,66,Premium,CE
P1477,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-12,2022-06-28,144,12,15,Économique,CE
P1478,Galaxy A52,Électronique,Smartphone,499,2020-06-10,,466,42,54,Premium,CE
P1479,Portable SSD T7,Électronique,Stockage,189,2020-02-11,2022-03-31,329,35,53,Premium,None
P1480,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-30,,440,38,41,Économique,RoHS
P1481,Galaxy S21,Électronique,Smartphone,999,2020-09-06,2022-07-03,80,32,31,Premium,None
P1482,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-08,,354,43,81,Premium,RoHS
P1483,QLED 8K TV,Électronique,Télévision,2999,2020-06-27,2022-11-19,475,22,23,Premium,CE
P1484,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-15,,138,50,22,Économique,RoHS
P1485,Galaxy Tab S7,Électronique,Tablette,649,2020-02-13,2022-04-11,324,41,80,Économique,FCC
P1486,Galaxy Watch 3,Électronique,Montre,399,2020-12-30,,393,39,90,Premium,CE
P1487,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-25,2022-01-06,318,12,83,Premium,FCC
P1488,Galaxy A52,Électronique,Smartphone,499,2020-03-03,,328,31,97,Premium,RoHS
P1489,Portable SSD T7,Électronique,Stockage,189,2020-10-22,2022-03-17,176,47,96,Premium,CE
P1490,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-23,,361,41,94,Premium,RoHS
P1491,Galaxy S21,Électronique,Smartphone,999,2020-01-11,2022-11-20,80,20,64,Premium,FCC
P1492,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-09,,241,3,25,Économique,None
P1493,QLED 8K TV,Électronique,Télévision,2999,2020-12-23,2022-05-01,170,13,41,Premium,FCC
P1494,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-09,,149,11,28,Économique,FCC
P1495,Galaxy Tab S7,Électronique,Tablette,649,2020-11-09,2022-01-14,232,50,57,Premium,FCC
P1496,Galaxy Watch 3,Électronique,Montre,399,2020-05-15,,73,19,43,Économique,CE
P1497,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-27,2022-03-06,379,45,73,Économique,None
P1498,Galaxy A52,Électronique,Smartphone,499,2020-08-09,,484,6,17,Économique,None
